dummy index,Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
757,505_1_3026039,505,1,3026039,EBU3B.RM-1231..W-C-ADJ,NAE 05 N2 2 VMA 113 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_1231,Thermostat,113,VAV -> Rm_1231 -> Thermostat,EBU3B,,Analog Output
773,505_1_3026030,505,1,3026030,EBU3B.RM-1236..W-C-ADJ,NAE 05 N2 2 VMA 115 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_1236,Thermostat,115,VAV -> Rm_1236 -> Thermostat,EBU3B,,Analog Output
797,506_1_3015664,506,1,3015664,EBU3B.RM-2102..W-C-ADJ,NAE 06 N2 1 VMA146 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2102,Thermostat,146,VAV -> Rm_2102 -> Thermostat,EBU3B,,Analog Output
813,506_1_3015666,506,1,3015666,EBU3B.RM-2105..W-C-ADJ,NAE 06 N2 1 VMA147 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2105,Thermostat,147,VAV -> Rm_2105 -> Thermostat,EBU3B,,Analog Output
829,506_1_3015638,506,1,3015638,EBU3B.RM-2107..W-C-ADJ,NAE 06 N2 1 VMA145 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2107,Thermostat,145,VAV -> Rm_2107 -> Thermostat,EBU3B,,Analog Output
845,506_1_3015658,506,1,3015658,EBU3B.RM-2108..W-C-ADJ,NAE 06 N2 1 VMA144 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2108,Thermostat,144,VAV -> Rm_2108 -> Thermostat,EBU3B,,Analog Output
861,506_1_3015652,506,1,3015652,EBU3B.RM-2109..W-C-ADJ,NAE 06 N2 1 VMA156 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2109,Thermostat,156,VAV -> Rm_2109 -> Thermostat,EBU3B,,Analog Output
877,506_1_3015630,506,1,3015630,EBU3B.RM-2111..W-C-ADJ,NAE 06 N2 1 VMA141 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2111,Thermostat,141,VAV -> Rm_2111 -> Thermostat,EBU3B,,Analog Output
893,506_1_3015639,506,1,3015639,EBU3B.RM-2112..W-C-ADJ,NAE 06 N2 1 VMA143 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2112,Thermostat,143,VAV -> Rm_2112 -> Thermostat,EBU3B,,Analog Output
909,506_1_3015635,506,1,3015635,EBU3B.RM-2116..W-C-ADJ,NAE 06 N2 1 VMA142 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2116,Thermostat,142,VAV -> Rm_2116 -> Thermostat,EBU3B,,Analog Output
925,506_1_3015667,506,1,3015667,EBU3B.RM-2118..W-C-ADJ,NAE 06 N2 1 VMA140 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2118,Thermostat,140,VAV -> Rm_2118 -> Thermostat,EBU3B,,Analog Output
942,506_1_3015633,506,1,3015633,EBU3B.RM-2119..W-C-ADJ,NAE 06 N2 1 VMA103 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2119,Thermostat,103,VAV -> Rm_2119 -> Thermostat,EBU3B,,Analog Output
958,506_1_3015643,506,1,3015643,EBU3B.RM-2121..W-C-ADJ,NAE 06 N2 1 VMA155 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2121,Thermostat,155,VAV -> Rm_2121 -> Thermostat,EBU3B,,Analog Output
974,506_1_3015669,506,1,3015669,EBU3B.RM-2122..W-C-ADJ,NAE 06 N2 1 VMA139 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2122,Thermostat,139,VAV -> Rm_2122 -> Thermostat,EBU3B,,Analog Output
990,506_1_3015671,506,1,3015671,EBU3B.RM-2126..W-C-ADJ,NAE 06 N2 1 VMA138 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2126,Thermostat,138,VAV -> Rm_2126 -> Thermostat,EBU3B,,Analog Output
1009,506_1_3015673,506,1,3015673,EBU3B.RM-2127..W-C-ADJ,NAE 06 N2 1 VMA151 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2127,Thermostat,151,VAV -> Rm_2127 -> Thermostat,EBU3B,,Analog Output
1025,506_1_3015654,506,1,3015654,EBU3B.RM-2128..W-C-ADJ,NAE 06 N2 1 VMA137 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2128,Thermostat,137,VAV -> Rm_2128 -> Thermostat,EBU3B,,Analog Output
1041,506_1_3015636,506,1,3015636,EBU3B.RM-2130..W-C-ADJ,NAE 06 N2 1 VMA136 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2130,Thermostat,136,VAV -> Rm_2130 -> Thermostat,EBU3B,,Analog Output
1057,506_1_3015634,506,1,3015634,EBU3B.RM-2132..W-C-ADJ,NAE 06 N2 1 VMA135 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2132,Thermostat,135,VAV -> Rm_2132 -> Thermostat,EBU3B,,Analog Output
1073,506_1_3015681,506,1,3015681,EBU3B.RM-2134..W-C-ADJ,NAE 06 N2 1 VMA134 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2134,Thermostat,134,VAV -> Rm_2134 -> Thermostat,EBU3B,,Analog Output
1089,506_1_3015641,506,1,3015641,EBU3B.RM-2136..W-C-ADJ,NAE 06 N2 1 VMA133 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2136,Thermostat,133,VAV -> Rm_2136 -> Thermostat,EBU3B,,Analog Output
1105,506_1_3015653,506,1,3015653,EBU3B.RM-2138..W-C-ADJ,NAE 06 N2 1 VMA132 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2138,Thermostat,132,VAV -> Rm_2138 -> Thermostat,EBU3B,,Analog Output
1122,506_1_3015686,506,1,3015686,EBU3B.RM-2140..W-C-ADJ,NAE 06 N2 1 VMA102 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2140,Thermostat,102,VAV -> Rm_2140 -> Thermostat,EBU3B,,Analog Output
1139,506_1_3015649,506,1,3015649,EBU3B.RM-2142..W-C-ADJ,NAE 06 N2 1 VMA154 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2142,Thermostat,154,VAV -> Rm_2142 -> Thermostat,EBU3B,,Analog Output
1156,506_1_3015642,506,1,3015642,EBU3B.RM-2144..W-C-ADJ,NAE 06 N2 1 VMA153 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2144,Thermostat,153,VAV -> Rm_2144 -> Thermostat,EBU3B,,Analog Output
1173,506_1_3015645,506,1,3015645,EBU3B.RM-2146..W-C-ADJ,NAE 06 N2 1 VMA152 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2146,Thermostat,152,VAV -> Rm_2146 -> Thermostat,EBU3B,,Analog Output
1190,506_1_3015663,506,1,3015663,EBU3B.RM-2148..W-C-ADJ,NAE 06 N2 1 VMA150 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2148,Thermostat,150,VAV -> Rm_2148 -> Thermostat,EBU3B,,Analog Output
1207,506_1_3015651,506,1,3015651,EBU3B.RM-2150..W-C-ADJ,NAE 06 N2 1 VMA149 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2150,Thermostat,149,VAV -> Rm_2150 -> Thermostat,EBU3B,,Analog Output
1224,506_1_3015677,506,1,3015677,EBU3B.RM-2154..W-C-ADJ,NAE 06 N2 1 VMA148 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2154,Thermostat,148,VAV -> Rm_2154 -> Thermostat,EBU3B,,Analog Output
1240,506_1_3015680,506,1,3015680,EBU3B.RM-2200A..W-C-ADJ,NAE 06 N2 1 VMA104 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2200A,Thermostat,104,VAV -> Rm_2200A -> Thermostat,EBU3B,,Analog Output
1256,506_1_3015684,506,1,3015684,EBU3B.RM-2203..W-C-ADJ,NAE 06 N2 1 VMA128 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2203,Thermostat,128,VAV -> Rm_2203 -> Thermostat,EBU3B,,Analog Output
1268,506_1_3015670,506,1,3015670,EBU3B.RM-2207..W-C-ADJ,NAE 06 N2 1 VMA106 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2207,Thermostat,106,VAV -> Rm_2207 -> Thermostat,EBU3B,,Analog Output
1284,506_1_3015668,506,1,3015668,EBU3B.RM-2208..W-C-ADJ,NAE 06 N2 1 VMA108 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2208,Thermostat,108,VAV -> Rm_2208 -> Thermostat,EBU3B,,Analog Output
1296,506_1_3015679,506,1,3015679,EBU3B.RM-2209..W-C-ADJ,NAE 06 N2 1 VMA107 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2209,Thermostat,107,VAV -> Rm_2209 -> Thermostat,EBU3B,,Analog Output
1312,506_1_3015678,506,1,3015678,EBU3B.RM-2214..W-C-ADJ,NAE 06 N2 1 VMA109 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2214,Thermostat,109,VAV -> Rm_2214 -> Thermostat,EBU3B,,Analog Output
1328,506_1_3015683,506,1,3015683,EBU3B.RM-2215..W-C-ADJ,NAE 06 N2 1 VMA129 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2215,Thermostat,129,VAV -> Rm_2215 -> Thermostat,EBU3B,,Analog Output
1344,506_1_3015682,506,1,3015682,EBU3B.RM-2217..W-C-ADJ,NAE 06 N2 1 VMA130 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2217,Thermostat,130,VAV -> Rm_2217 -> Thermostat,EBU3B,,Analog Output
1360,506_1_3015657,506,1,3015657,EBU3B.RM-2218..W-C-ADJ,NAE 06 N2 1 VMA111 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2218,Thermostat,111,VAV -> Rm_2218 -> Thermostat,EBU3B,,Analog Output
1376,506_1_3015637,506,1,3015637,EBU3B.RM-2219..W-C-ADJ,NAE 06 N2 1 VMA118 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2219,Thermostat,118,VAV -> Rm_2219 -> Thermostat,EBU3B,,Analog Output
1392,506_1_3015650,506,1,3015650,EBU3B.RM-2221..W-C-ADJ,NAE 06 N2 1 VMA110 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2221,Thermostat,110,VAV -> Rm_2221 -> Thermostat,EBU3B,,Analog Output
1408,506_1_3015676,506,1,3015676,EBU3B.RM-2226..W-C-ADJ,NAE 06 N2 1 VMA112 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2226,Thermostat,112,VAV -> Rm_2226 -> Thermostat,EBU3B,,Analog Output
1424,506_1_3015659,506,1,3015659,EBU3B.RM-2227..W-C-ADJ,NAE 06 N2 1 VMA120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2227,Thermostat,120,VAV -> Rm_2227 -> Thermostat,EBU3B,,Analog Output
1440,506_1_3015672,506,1,3015672,EBU3B.RM-2229A..W-C-ADJ,NAE 06 N2 1 VMA123 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2229A,Thermostat,123,VAV -> Rm_2229A -> Thermostat,EBU3B,,Analog Output
1457,506_1_3015629,506,1,3015629,EBU3B.RM-2230..W-C-ADJ,NAE 06 N2 1 VMA113 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2230,Thermostat,113,VAV -> Rm_2230 -> Thermostat,EBU3B,,Analog Output
1473,506_1_3015646,506,1,3015646,EBU3B.RM-2231..W-C-ADJ,NAE 06 N2 1 VMA131 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2231,Thermostat,131,VAV -> Rm_2231 -> Thermostat,EBU3B,,Analog Output
1490,506_1_3015656,506,1,3015656,EBU3B.RM-2232..W-C-ADJ,NAE 06 N2 1 VMA114 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2232,Thermostat,114,VAV -> Rm_2232 -> Thermostat,EBU3B,,Analog Output
1508,506_1_3015655,506,1,3015655,EBU3B.RM-2234..W-C-ADJ,NAE 06 N2 1 VMA115 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2234,Thermostat,115,VAV -> Rm_2234 -> Thermostat,EBU3B,,Analog Output
1525,506_1_3015644,506,1,3015644,EBU3B.RM-2236..W-C-ADJ,NAE 06 N2 1 VMA116 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2236,Thermostat,116,VAV -> Rm_2236 -> Thermostat,EBU3B,,Analog Output
1542,506_1_3015631,506,1,3015631,EBU3B.RM-2238..W-C-ADJ,NAE 06 N2 1 VMA117 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2238,Thermostat,117,VAV -> Rm_2238 -> Thermostat,EBU3B,,Analog Output
1558,506_1_3015661,506,1,3015661,EBU3B.RM-2240..W-C-ADJ,NAE 06 N2 1 VMA105 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2240,Thermostat,105,VAV -> Rm_2240 -> Thermostat,EBU3B,,Analog Output
1574,506_1_3015660,506,1,3015660,EBU3B.RM-2244..W-C-ADJ,NAE 06 N2 1 VMA119 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2244,Thermostat,119,VAV -> Rm_2244 -> Thermostat,EBU3B,,Analog Output
1590,506_1_3015665,506,1,3015665,EBU3B.RM-2250..W-C-ADJ,NAE 06 N2 1 VMA121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2250,Thermostat,121,VAV -> Rm_2250 -> Thermostat,EBU3B,,Analog Output
1607,506_1_3015675,506,1,3015675,EBU3B.RM-2256..W-C-ADJ,NAE 06 N2 1 VMA122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2256,Thermostat,122,VAV -> Rm_2256 -> Thermostat,EBU3B,,Analog Output
1622,506_1_3015832,506,1,3015832,EBU3B.RM-2258.WC-ADJ,NAE 06 N2 1 VMA185 WC ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2258,Thermostat,185,VAV -> Rm_2258 -> Thermostat,EBU3B,,Analog Output
1638,506_1_3015662,506,1,3015662,EBU3B.RM-2262..W-C-ADJ,NAE 06 N2 1 VMA124 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2262,Thermostat,124,VAV -> Rm_2262 -> Thermostat,EBU3B,,Analog Output
1654,506_1_3015640,506,1,3015640,EBU3B.RM-2266..W-C-ADJ,NAE 06 N2 1 VMA125 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2266,Thermostat,125,VAV -> Rm_2266 -> Thermostat,EBU3B,,Analog Output
1670,506_1_3015674,506,1,3015674,EBU3B.RM-2270..W-C-ADJ,NAE 06 N2 1 VMA126 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2270,Thermostat,126,VAV -> Rm_2270 -> Thermostat,EBU3B,,Analog Output
1686,506_1_3015685,506,1,3015685,EBU3B.RM-2272..W-C-ADJ,NAE 06 N2 1 VMA127 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_2272,Thermostat,127,VAV -> Rm_2272 -> Thermostat,EBU3B,,Analog Output
1710,506_1_3015734,506,1,3015734,EBU3B.RM-3102..W-C-ADJ,NAE 06 N2 2 VMA117 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3102,Thermostat,117,VAV -> Rm_3102 -> Thermostat,EBU3B,,Analog Output
1726,506_1_3015736,506,1,3015736,EBU3B.RM-3105..W-C-ADJ,NAE 06 N2 2 VMA119 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3105,Thermostat,119,VAV -> Rm_3105 -> Thermostat,EBU3B,,Analog Output
1742,506_1_3015733,506,1,3015733,EBU3B.RM-3106..W-C-ADJ,NAE 06 N2 2 VMA116 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3106,Thermostat,116,VAV -> Rm_3106 -> Thermostat,EBU3B,,Analog Output
1758,506_1_3015738,506,1,3015738,EBU3B.RM-3107..W-C-ADJ,NAE 06 N2 2 VMA118 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3107,Thermostat,118,VAV -> Rm_3107 -> Thermostat,EBU3B,,Analog Output
1774,506_1_3015722,506,1,3015722,EBU3B.RM-3109..W-C-ADJ,NAE 06 N2 2 VMA128 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3109,Thermostat,128,VAV -> Rm_3109 -> Thermostat,EBU3B,,Analog Output
1790,506_1_3015732,506,1,3015732,EBU3B.RM-3110..W-C-ADJ,NAE 06 N2 2 VMA115 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3110,Thermostat,115,VAV -> Rm_3110 -> Thermostat,EBU3B,,Analog Output
1806,506_1_3015810,506,1,3015810,EBU3B.RM-3111..W-C-ADJ,NAE 06 N2 2 VMA113 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3111,Thermostat,113,VAV -> Rm_3111 -> Thermostat,EBU3B,,Analog Output
1822,506_1_3015731,506,1,3015731,EBU3B.RM-3114..W-C-ADJ,NAE 06 N2 2 VMA114 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3114,Thermostat,114,VAV -> Rm_3114 -> Thermostat,EBU3B,,Analog Output
1838,506_1_3015729,506,1,3015729,EBU3B.RM-3118..W-C-ADJ,NAE 06 N2 2 VMA112 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3118,Thermostat,112,VAV -> Rm_3118 -> Thermostat,EBU3B,,Analog Output
1855,506_1_3015716,506,1,3015716,EBU3B.RM-3119..W-C-ADJ,NAE 06 N2 2 VMA102 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3119,Thermostat,102,VAV -> Rm_3119 -> Thermostat,EBU3B,,Analog Output
1871,506_1_3015723,506,1,3015723,EBU3B.RM-3121..W-C-ADJ,NAE 06 N2 2 VMA127 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3121,Thermostat,127,VAV -> Rm_3121 -> Thermostat,EBU3B,,Analog Output
1887,506_1_3015728,506,1,3015728,EBU3B.RM-3122..W-C-ADJ,NAE 06 N2 2 VMA111 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3122,Thermostat,111,VAV -> Rm_3122 -> Thermostat,EBU3B,,Analog Output
1903,506_1_3015727,506,1,3015727,EBU3B.RM-3126..W-C-ADJ,NAE 06 N2 2 VMA110 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3126,Thermostat,110,VAV -> Rm_3126 -> Thermostat,EBU3B,,Analog Output
1920,506_1_3015740,506,1,3015740,EBU3B.RM-3127..W-C-ADJ,NAE 06 N2 2 VMA122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3127,Thermostat,122,VAV -> Rm_3127 -> Thermostat,EBU3B,,Analog Output
1951,506_1_3015725,506,1,3015725,EBU3B.RM-3130..W-C-ADJ,NAE 06 N2 2 VMA108 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3130,Thermostat,108,VAV -> Rm_3130 -> Thermostat,EBU3B,,Analog Output
1967,506_1_3015717,506,1,3015717,EBU3B.RM-3132..W-C-ADJ,NAE 06 N2 2 VMA107 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3132,Thermostat,107,VAV -> Rm_3132 -> Thermostat,EBU3B,,Analog Output
1983,506_1_3015719,506,1,3015719,EBU3B.RM-3134..W-C-ADJ,NAE 06 N2 2 VMA106 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3134,Thermostat,106,VAV -> Rm_3134 -> Thermostat,EBU3B,,Analog Output
1999,506_1_3015718,506,1,3015718,EBU3B.RM-3136..W-C-ADJ,NAE 06 N2 2 VMA105 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3136,Thermostat,105,VAV -> Rm_3136 -> Thermostat,EBU3B,,Analog Output
2015,506_1_3015720,506,1,3015720,EBU3B.RM-3138..W-C-ADJ,NAE 06 N2 2 VMA104 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3138,Thermostat,104,VAV -> Rm_3138 -> Thermostat,EBU3B,,Analog Output
2032,506_1_3015724,506,1,3015724,EBU3B.RM-3140..W-C-ADJ,NAE 06 N2 2 VMA 101 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3140,Thermostat,101,VAV -> Rm_3140 -> Thermostat,EBU3B,,Analog Output
2049,506_1_3015744,506,1,3015744,EBU3B.RM-3142..W-C-ADJ,NAE 06 N2 2 VMA126 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3142,Thermostat,126,VAV -> Rm_3142 -> Thermostat,EBU3B,,Analog Output
2066,506_1_3015743,506,1,3015743,EBU3B.RM-3144..W-C-ADJ,NAE 06 N2 2 VMA125 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3144,Thermostat,125,VAV -> Rm_3144 -> Thermostat,EBU3B,,Analog Output
2083,506_1_3015742,506,1,3015742,EBU3B.RM-3146..W-C-ADJ,NAE 06 N2 2 VMA124 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3146,Thermostat,124,VAV -> Rm_3146 -> Thermostat,EBU3B,,Analog Output
2100,506_1_3015741,506,1,3015741,EBU3B.RM-3148..W-C-ADJ,NAE 06 N2 2 VMA123 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3148,Thermostat,123,VAV -> Rm_3148 -> Thermostat,EBU3B,,Analog Output
2117,506_1_3015739,506,1,3015739,EBU3B.RM-3150..W-C-ADJ,NAE 06 N2 2 VMA121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3150,Thermostat,121,VAV -> Rm_3150 -> Thermostat,EBU3B,,Analog Output
2134,506_1_3015737,506,1,3015737,EBU3B.RM-3152..W-C-ADJ,NAE 06 N2 2 VMA120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3152,Thermostat,120,VAV -> Rm_3152 -> Thermostat,EBU3B,,Analog Output
2152,506_1_3015721,506,1,3015721,EBU3B.RM-3154..W-C-ADJ,NAE 06 N2 2 VMA103 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3154,Thermostat,103,VAV -> Rm_3154 -> Thermostat,EBU3B,,Analog Output
2168,506_1_3015715,506,1,3015715,EBU3B.RM-3200A..W-C-ADJ,NAE 06 N2 1 VMA158 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3200A,Thermostat,158,VAV -> Rm_3200A -> Thermostat,EBU3B,,Analog Output
2184,506_1_3015699,506,1,3015699,EBU3B.RM-3200B..W-C-ADJ,NAE 06 N2 1 VMA183 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3200B,Thermostat,183,VAV -> Rm_3200B -> Thermostat,EBU3B,,Analog Output
2200,506_1_3015690,506,1,3015690,EBU3B.RM-3202..W-C-ADJ,NAE 06 N2 1 VMA160 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3202,Thermostat,160,VAV -> Rm_3202 -> Thermostat,EBU3B,,Analog Output
2216,506_1_3015712,506,1,3015712,EBU3B.RM-3203..W-C-ADJ,NAE 06 N2 1 VMA181 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3203,Thermostat,181,VAV -> Rm_3203 -> Thermostat,EBU3B,,Analog Output
2232,506_1_3015704,506,1,3015704,EBU3B.RM-3205..W-C-ADJ,NAE 06 N2 1 VMA159 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3205,Thermostat,159,VAV -> Rm_3205 -> Thermostat,EBU3B,,Analog Output
2244,506_1_3015708,506,1,3015708,EBU3B.RM-3207..W-C-ADJ,NAE 06 N2 1 VMA162 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3207,Thermostat,162,VAV -> Rm_3207 -> Thermostat,EBU3B,,Analog Output
2260,506_1_3015697,506,1,3015697,EBU3B.RM-3208..W-C-ADJ,NAE 06 N2 1 VMA163 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3208,Thermostat,163,VAV -> Rm_3208 -> Thermostat,EBU3B,,Analog Output
2277,506_1_3015700,506,1,3015700,EBU3B.RM-3213..W-C-ADJ,NAE 06 N2 1 VMA157 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3213,Thermostat,157,VAV -> Rm_3213 -> Thermostat,EBU3B,,Analog Output
2293,506_1_3015706,506,1,3015706,EBU3B.RM-3214..W-C-ADJ,NAE 06 N2 1 VMA164 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3214,Thermostat,164,VAV -> Rm_3214 -> Thermostat,EBU3B,,Analog Output
2309,506_1_3015687,506,1,3015687,EBU3B.RM-3215..W-C-ADJ,NAE 06 N2 1 VMA182 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3215,Thermostat,182,VAV -> Rm_3215 -> Thermostat,EBU3B,,Analog Output
2325,506_1_3015693,506,1,3015693,EBU3B.RM-3217..W-C-ADJ,NAE 06 N2 1 VMA184 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3217,Thermostat,184,VAV -> Rm_3217 -> Thermostat,EBU3B,,Analog Output
2327,506_1_3015726,506,1,3015726,EBU3B.RM-3218..W-C-ADJ,NAE 06 N2 2 VMA109 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3218,Thermostat,109,VAV -> Rm_3218 -> Thermostat,EBU3B,,Analog Output
2343,506_1_3015689,506,1,3015689,EBU3B.RM-3220..W-C-ADJ,NAE 06 N2 1 VMA166 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3220,Thermostat,166,VAV -> Rm_3220 -> Thermostat,EBU3B,,Analog Output
2359,506_1_3015703,506,1,3015703,EBU3B.RM-3221..W-C-ADJ,NAE 06 N2 1 VMA165 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3221,Thermostat,165,VAV -> Rm_3221 -> Thermostat,EBU3B,,Analog Output
2374,506_1_3015702,506,1,3015702,EBU3B.RM-3223..W-C-ADJ,NAE 06 N2 1 VMA161 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3223,Thermostat,161,VAV -> Rm_3223 -> Thermostat,EBU3B,,Analog Output
2389,506_1_3015694,506,1,3015694,EBU3B.RM-3226..W-C-ADJ,NAE 06 N2 1 VMA167 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,,Rm_3226,Thermostat,167,VAV -> Rm_3226 -> Thermostat,EBU3B,,Analog Output
